After round 0, test_loss = 2.3406, test_acc = 0.0917
After round 206, test_loss = 1.1306, test_acc = 0.6764
After round 207, test_loss = 1.1123, test_acc = 0.6772
After round 208, test_loss = 1.108, test_acc = 0.6804
After round 209, test_loss = 1.126, test_acc = 0.6791
After round 210, test_loss = 1.1294, test_acc = 0.681
After round 211, test_loss = 1.1311, test_acc = 0.6814
After round 212, test_loss = 1.1172, test_acc = 0.686
After round 213, test_loss = 1.0986, test_acc = 0.6808
After round 214, test_loss = 1.0944, test_acc = 0.6836
After round 215, test_loss = 1.1111, test_acc = 0.68
After round 216, test_loss = 1.1142, test_acc = 0.6797
After round 217, test_loss = 1.1111, test_acc = 0.689
After round 218, test_loss = 1.1148, test_acc = 0.6883
After round 219, test_loss = 1.0897, test_acc = 0.6918
After round 220, test_loss = 1.1121, test_acc = 0.688
After round 221, test_loss = 1.099, test_acc = 0.6889
After round 222, test_loss = 1.107, test_acc = 0.6859
After round 223, test_loss = 1.1113, test_acc = 0.6889
After round 224, test_loss = 1.114, test_acc = 0.6875
After round 225, test_loss = 1.1158, test_acc = 0.6874
After round 226, test_loss = 1.092, test_acc = 0.6841
After round 227, test_loss = 1.0882, test_acc = 0.6842
After round 228, test_loss = 1.0843, test_acc = 0.6841
After round 229, test_loss = 1.0934, test_acc = 0.6802
After round 230, test_loss = 1.0968, test_acc = 0.6835
After round 231, test_loss = 1.1005, test_acc = 0.681
After round 232, test_loss = 1.0774, test_acc = 0.679
After round 233, test_loss = 1.0746, test_acc = 0.6867
After round 234, test_loss = 1.0796, test_acc = 0.6851
After round 235, test_loss = 1.0807, test_acc = 0.6852
After round 236, test_loss = 1.0845, test_acc = 0.6836
After round 237, test_loss = 1.0861, test_acc = 0.6822
After round 238, test_loss = 1.0861, test_acc = 0.6786
After round 239, test_loss = 1.086, test_acc = 0.6826
After round 240, test_loss = 1.09, test_acc = 0.6781
After round 241, test_loss = 1.075, test_acc = 0.6801
After round 242, test_loss = 1.0784, test_acc = 0.6779
After round 243, test_loss = 1.0561, test_acc = 0.6791
After round 244, test_loss = 1.0731, test_acc = 0.6844
After round 245, test_loss = 1.0781, test_acc = 0.6874
After round 246, test_loss = 1.0808, test_acc = 0.6866
After round 247, test_loss = 1.0645, test_acc = 0.6931
After round 248, test_loss = 1.0689, test_acc = 0.6874
After round 249, test_loss = 1.0721, test_acc = 0.6892
After round 250, test_loss = 1.053, test_acc = 0.6975
After round 251, test_loss = 1.0705, test_acc = 0.6894
After round 252, test_loss = 1.0473, test_acc = 0.6947
After round 253, test_loss = 1.0682, test_acc = 0.6935
After round 254, test_loss = 1.0671, test_acc = 0.6914
After round 255, test_loss = 1.0433, test_acc = 0.6905
After round 256, test_loss = 1.0337, test_acc = 0.6907
After round 257, test_loss = 1.0436, test_acc = 0.691
After round 258, test_loss = 1.0426, test_acc = 0.6957
After round 259, test_loss = 1.0467, test_acc = 0.692
After round 260, test_loss = 1.0437, test_acc = 0.6992
